Lugar de condena;Tipo de Delito;Periodo;
01 Andalucía;6.9 Coacciones y detenciones ilegales;2018;898
01 Andalucía;6.9 Coacciones y detenciones ilegales;2017;830
01 Andalucía;6.9 Coacciones y detenciones ilegales;2016;652
01 Andalucía;6.9 Coacciones y detenciones ilegales;2015;339
01 Andalucía;6.9 Coacciones y detenciones ilegales;2014;324
01 Andalucía;6.9 Coacciones y detenciones ilegales;2013;312
01 Andalucía;7 Torturas e integridad moral;2019;1.906
01 Andalucía;7 Torturas e integridad moral;2018;1.898
01 Andalucía;7 Torturas e integridad moral;2017;1.733
01 Andalucía;7 Torturas e integridad moral;2016;1.569
01 Andalucía;7 Torturas e integridad moral;2015;978
01 Andalucía;7 Torturas e integridad moral;2014;621
01 Andalucía;7 Torturas e integridad moral;2013;615
01 Andalucía;7.1 Trato degradante y violencia;2019;1.884
01 Andalucía;7.1 Trato degradante y violencia;2018;1.878
01 Andalucía;7.1 Trato degradante y violencia;2017;1.729
01 Andalucía;7.1 Trato degradante y violencia;2016;1.560
01 Andalucía;7.1 Trato degradante y violencia;2015;968
01 Andalucía;7.1 Trato degradante y violencia;2014;612
01 Andalucía;7.1 Trato degradante y violencia;2013;604
01 Andalucía;7.2 Tortura;2019;19
01 Andalucía;7.2 Tortura;2018;19
01 Andalucía;7.2 Tortura;2017;4
01 Andalucía;7.2 Tortura;2016;9
01 Andalucía;7.2 Tortura;2015;9
01 Andalucía;7.2 Tortura;2014;9
01 Andalucía;7.2 Tortura;2013;10
01 Andalucía;7.3 Otros;2019;3
01 Andalucía;7.3 Otros;2018;1
01 Andalucía;7.3 Otros;2017;0
01 Andalucía;7.3 Otros;2016;0
01 Andalucía;7.3 Otros;2015;1
01 Andalucía;7.3 Otros;2014;0
01 Andalucía;7.3 Otros;2013;1
01 Andalucía;8 Contra la libertad e indemnidad sexuales;2019;647
01 Andalucía;8 Contra la libertad e indemnidad sexuales;2018;545
01 Andalucía;8 Contra la libertad e indemnidad sexuales;2017;534
01 Andalucía;8 Contra la libertad e indemnidad sexuales;2016;568
01 Andalucía;8 Contra la libertad e indemnidad sexuales;2015;451
01 Andalucía;8 Contra la libertad e indemnidad sexuales;2014;495
01 Andalucía;8 Contra la libertad e indemnidad sexuales;2013;532
01 Andalucía;12 Contra las relaciones familiares;2019;1.388
01 Andalucía;12 Contra las relaciones familiares;2018;1.498
01 Andalucía;12 Contra las relaciones familiares;2017;1.519
01 Andalucía;12 Contra las relaciones familiares;2016;1.479
01 Andalucía;12 Contra las relaciones familiares;2015;1.506
01 Andalucía;12 Contra las relaciones familiares;2014;1.377
01 Andalucía;12 Contra las relaciones familiares;2013;1.318
01 Andalucía;12.3 Contra los derechos y deberes familiares;2019;1.386
01 Andalucía;12.3 Contra los derechos y deberes familiares;2018;1.492
01 Andalucía;12.3 Contra los derechos y deberes familiares;2017;1.514
01 Andalucía;12.3 Contra los derechos y deberes familiares;2016;1.478
01 Andalucía;12.3 Contra los derechos y deberes familiares;2015;1.503
01 Andalucía;12.3 Contra los derechos y deberes familiares;2014;1.375
01 Andalucía;12.3 Contra los derechos y deberes familiares;2013;1.317
01 Andalucía;12.3.1 Quebrantamiento de los deberes de custodia;2019;10
01 Andalucía;12.3.1 Quebrantamiento de los deberes de custodia;2018;15
01 Andalucía;12.3.1 Quebrantamiento de los deberes de custodia;2017;20
01 Andalucía;12.3.1 Quebrantamiento de los deberes de custodia;2016;17
01 Andalucía;12.3.1 Quebrantamiento de los deberes de custodia;2015;11
01 Andalucía;12.3.1 Quebrantamiento de los deberes de custodia;2014;10
01 Andalucía;12.3.1 Quebrantamiento de los deberes de custodia;2013;15
01 Andalucía;12.3.2 Sustracción de menores;2019;2
01 Andalucía;12.3.2 Sustracción de menores;2018;6
01 Andalucía;12.3.2 Sustracción de menores;2017;3
01 Andalucía;12.3.2 Sustracción de menores;2016;6
01 Andalucía;12.3.2 Sustracción de menores;2015;3
01 Andalucía;12.3.2 Sustracción de menores;2014;5
01 Andalucía;12.3.2 Sustracción de menores;2013;5
01 Andalucía;12.3.3 Abandono de familia;2019;1.374
01 Andalucía;12.3.3 Abandono de familia;2018;1.471
01 Andalucía;12.3.3 Abandono de familia;2017;1.491
01 Andalucía;12.3.3 Abandono de familia;2016;1.455
01 Andalucía;12.3.3 Abandono de familia;2015;1.489
01 Andalucía;12.3.3 Abandono de familia;2014;1.360
01 Andalucía;12.3.3 Abandono de familia;2013;1.297
01 Andalucía;12.99 Otros delitos contra las relaciones familiares;2019;2
01 Andalucía;12.99 Otros delitos contra las relaciones familiares;2018;6
01 Andalucía;12.99 Otros delitos contra las relaciones familiares;2017;5
01 Andalucía;12.99 Otros delitos contra las relaciones familiares;2016;1
01 Andalucía;12.99 Otros delitos contra las relaciones familiares;2015;3
01 Andalucía;12.99 Otros delitos contra las relaciones familiares;2014;2
01 Andalucía;12.99 Otros delitos contra las relaciones familiares;2013;1
01 Andalucía;13 Contra el patrimonio y el orden socioeconómico;2019;24.197
01 Andalucía;13 Contra el patrimonio y el orden socioeconómico;2018;26.058
01 Andalucía;13 Contra el patrimonio y el orden socioeconómico;2017;25.249
01 Andalucía;13 Contra el patrimonio y el orden socioeconómico;2016;22.929
01 Andalucía;13 Contra el patrimonio y el orden socioeconómico;2015;14.902
01 Andalucía;13 Contra el patrimonio y el orden socioeconómico;2014;13.168
01 Andalucía;13 Contra el patrimonio y el orden socioeconómico;2013;13.248
01 Andalucía;13.1 Hurtos;2019;10.220
01 Andalucía;13.1 Hurtos;2018;10.774
01 Andalucía;13.1 Hurtos;2017;10.253
01 Andalucía;13.1 Hurtos;2016;9.227
01 Andalucía;13.1 Hurtos;2015;3.452
01 Andalucía;13.1 Hurtos;2014;2.155
01 Andalucía;13.1 Hurtos;2013;2.234
01 Andalucía;13.2 Robos;2019;4.790
01 Andalucía;13.2 Robos;2018;5.419
01 Andalucía;13.2 Robos;2017;5.683
01 Andalucía;13.2 Robos;2016;5.848
01 Andalucía;13.2 Robos;2015;6.103
01 Andalucía;13.2 Robos;2014;6.360
01 Andalucía;13.2 Robos;2013;6.557
01 Andalucía;13.2.1 Robo con violencia;2019;1.391
01 Andalucía;13.2.1 Robo con violencia;2018;1.388
01 Andalucía;13.2.1 Robo con violencia;2017;1.525
01 Andalucía;13.2.1 Robo con violencia;2016;1.568
01 Andalucía;13.2.1 Robo con violencia;2015;1.561
01 Andalucía;13.2.1 Robo con violencia;2014;1.613
01 Andalucía;13.2.1 Robo con violencia;2013;1.810
01 Andalucía;13.2.2 Robo con fuerza;2019;3.399
01 Andalucía;13.2.2 Robo con fuerza;2018;4.031
01 Andalucía;13.2.2 Robo con fuerza;2017;4.158
01 Andalucía;13.2.2 Robo con fuerza;2016;4.280
01 Andalucía;13.2.2 Robo con fuerza;2015;4.542
01 Andalucía;13.2.2 Robo con fuerza;2014;4.747
01 Andalucía;13.2.2 Robo con fuerza;2013;4.747
01 Andalucía;13.4 Robo y hurto de uso de vehículo;2019;374
01 Andalucía;13.4 Robo y hurto de uso de vehículo;2018;371
01 Andalucía;13.4 Robo y hurto de uso de vehículo;2017;408
01 Andalucía;13.4 Robo y hurto de uso de vehículo;2016;387
01 Andalucía;13.4 Robo y hurto de uso de vehículo;2015;343
01 Andalucía;13.4 Robo y hurto de uso de vehículo;2014;409
01 Andalucía;13.4 Robo y hurto de uso de vehículo;2013;491
01 Andalucía;13.5 Usurpación;2019;1.229
01 Andalucía;13.5 Usurpación;2018;1.616
01 Andalucía;13.5 Usurpación;2017;1.730
01 Andalucía;13.5 Usurpación;2016;1.612
01 Andalucía;13.5 Usurpación;2015;931
01 Andalucía;13.5 Usurpación;2014;689
01 Andalucía;13.5 Usurpación;2013;493
01 Andalucía;13.6 Defraudaciones;2019;4.540
01 Andalucía;13.6 Defraudaciones;2018;4.592
01 Andalucía;13.6 Defraudaciones;2017;4.093
01 Andalucía;13.6 Defraudaciones;2016;3.043
01 Andalucía;13.6 Defraudaciones;2015;1.919
01 Andalucía;13.6 Defraudaciones;2014;1.636
01 Andalucía;13.6 Defraudaciones;2013;1.583
01 Andalucía;13.6.1 Estafas;2019;3.040
01 Andalucía;13.6.1 Estafas;2018;2.851
01 Andalucía;13.6.1 Estafas;2017;2.728
01 Andalucía;13.6.1 Estafas;2016;2.072
01 Andalucía;13.6.1 Estafas;2015;1.264
01 Andalucía;13.6.1 Estafas;2014;1.087
01 Andalucía;13.6.1 Estafas;2013;1.038
01 Andalucía;13.6.2 BIS Apropiación indebida;2019;733
01 Andalucía;13.6.2 BIS Apropiación indebida;2018;846
01 Andalucía;13.6.2 BIS Apropiación indebida;2017;786
01 Andalucía;13.6.2 BIS Apropiación indebida;2016;720
01 Andalucía;13.6.2 BIS Apropiación indebida;2015;506
01 Andalucía;13.6.2 BIS Apropiación indebida;2014;432
01 Andalucía;13.6.2 BIS Apropiación indebida;2013;388
01 Andalucía;13.6.3 Defraudaciones de fluido eléctrico;2019;767
01 Andalucía;13.6.3 Defraudaciones de fluido eléctrico;2018;895
01 Andalucía;13.6.3 Defraudaciones de fluido eléctrico;2017;579
01 Andalucía;13.6.3 Defraudaciones de fluido eléctrico;2016;251
01 Andalucía;13.6.3 Defraudaciones de fluido eléctrico;2015;149
01 Andalucía;13.6.3 Defraudaciones de fluido eléctrico;2014;117
01 Andalucía;13.6.3 Defraudaciones de fluido eléctrico;2013;157
01 Andalucía;13.9 Daños;2019;1.846
01 Andalucía;13.9 Daños;2018;1.965
01 Andalucía;13.9 Daños;2017;1.796
01 Andalucía;13.9 Daños;2016;1.516
01 Andalucía;13.9 Daños;2015;992
01 Andalucía;13.9 Daños;2014;846
01 Andalucía;13.9 Daños;2013;906
01 Andalucía;13.14 Receptación y blanqueo de capitales;2019;710
01 Andalucía;13.14 Receptación y blanqueo de capitales;2018;792
01 Andalucía;13.14 Receptación y blanqueo de capitales;2017;756
01 Andalucía;13.14 Receptación y blanqueo de capitales;2016;789
01 Andalucía;13.14 Receptación y blanqueo de capitales;2015;790
01 Andalucía;13.14 Receptación y blanqueo de capitales;2014;675
01 Andalucía;13.14 Receptación y blanqueo de capitales;2013;736
01 Andalucía;13.99 Otros delitos contra el patrimonio y orden socioeconómico;2019;488
01 Andalucía;13.99 Otros delitos contra el patrimonio y orden socioeconómico;2018;529
01 Andalucía;13.99 Otros delitos contra el patrimonio y orden socioeconómico;2017;530
01 Andalucía;13.99 Otros delitos contra el patrimonio y orden socioeconómico;2016;507
01 Andalucía;13.99 Otros delitos contra el patrimonio y orden socioeconómico;2015;372
01 Andalucía;13.99 Otros delitos contra el patrimonio y orden socioeconómico;2014;398
01 Andalucía;13.99 Otros delitos contra el patrimonio y orden socioeconómico;2013;248
01 Andalucía;17 Contra la seguridad colectiva;2019;18.950
01 Andalucía;17 Contra la seguridad colectiva;2018;18.400
01 Andalucía;17 Contra la seguridad colectiva;2017;17.653
01 Andalucía;17 Contra la seguridad colectiva;2016;18.088
01 Andalucía;17 Contra la seguridad colectiva;2015;18.727
01 Andalucía;17 Contra la seguridad colectiva;2014;19.938
01 Andalucía;17 Contra la seguridad colectiva;2013;21.183
01 Andalucía;17.3 Contra la salud pública;2019;2.979
01 Andalucía;17.3 Contra la salud pública;2018;2.919
01 Andalucía;17.3 Contra la salud pública;2017;2.850
01 Andalucía;17.3 Contra la salud pública;2016;3.020
01 Andalucía;17.3 Contra la salud pública;2015;3.063
01 Andalucía;17.3 Contra la salud pública;2014;3.072
01 Andalucía;17.3 Contra la salud pública;2013;3.285
01 Andalucía;17.4 Contra la seguridad vial;2019;15.922
01 Andalucía;17.4 Contra la seguridad vial;2018;15.435
01 Andalucía;17.4 Contra la seguridad vial;2017;14.746
01 Andalucía;17.4 Contra la seguridad vial;2016;15.001
01 Andalucía;17.4 Contra la seguridad vial;2015;15.608
01 Andalucía;17.4 Contra la seguridad vial;2014;16.819
01 Andalucía;17.4 Contra la seguridad vial;2013;17.853
01 Andalucía;17.99 Otros delitos contra la seguridad colectiva;2019;49
01 Andalucía;17.99 Otros delitos contra la seguridad colectiva;2018;46
01 Andalucía;17.99 Otros delitos contra la seguridad colectiva;2017;57
01 Andalucía;17.99 Otros delitos contra la seguridad colectiva;2016;67
01 Andalucía;17.99 Otros delitos contra la seguridad colectiva;2015;56
01 Andalucía;17.99 Otros delitos contra la seguridad colectiva;2014;47
01 Andalucía;17.99 Otros delitos contra la seguridad colectiva;2013;45
01 Andalucía;18 Falsedades;2019;1.334
01 Andalucía;18 Falsedades;2018;1.315
01 Andalucía;18 Falsedades;2017;1.299
01 Andalucía;18 Falsedades;2016;1.377
01 Andalucía;18 Falsedades;2015;1.228
01 Andalucía;18 Falsedades;2014;1.172
01 Andalucía;18 Falsedades;2013;1.173
01 Andalucía;18.2 Falsedades documentales;2019;1.247
01 Andalucía;18.2 Falsedades documentales;2018;1.231
01 Andalucía;18.2 Falsedades documentales;2017;1.210
01 Andalucía;18.2 Falsedades documentales;2016;1.314
01 Andalucía;18.2 Falsedades documentales;2015;1.162
01 Andalucía;18.2 Falsedades documentales;2014;1.118
01 Andalucía;18.2 Falsedades documentales;2013;1.111
01 Andalucía;18.2.1 Falsificación documentos públicos;2019;1.092
01 Andalucía;18.2.1 Falsificación documentos públicos;2018;1.099
01 Andalucía;18.2.1 Falsificación documentos públicos;2017;1.083
01 Andalucía;18.2.1 Falsificación documentos públicos;2016;1.188
01 Andalucía;18.2.1 Falsificación documentos públicos;2015;1.062
01 Andalucía;18.2.1 Falsificación documentos públicos;2014;1.011
01 Andalucía;18.2.1 Falsificación documentos públicos;2013;1.001
01 Andalucía;18.2.2 Falsificación documentos privados;2019;122
01 Andalucía;18.2.2 Falsificación documentos privados;2018;102
01 Andalucía;18.2.2 Falsificación documentos privados;2017;106
01 Andalucía;18.2.2 Falsificación documentos privados;2016;105
01 Andalucía;18.2.2 Falsificación documentos privados;2015;77
01 Andalucía;18.2.2 Falsificación documentos privados;2014;82
01 Andalucía;18.2.2 Falsificación documentos privados;2013;81
01 Andalucía;18.2.3 Falsificación de certificados;2019;17
01 Andalucía;18.2.3 Falsificación de certificados;2018;15
01 Andalucía;18.2.3 Falsificación de certificados;2017;11
01 Andalucía;18.2.3 Falsificación de certificados;2016;16
01 Andalucía;18.2.3 Falsificación de certificados;2015;11
01 Andalucía;18.2.3 Falsificación de certificados;2014;16
01 Andalucía;18.2.3 Falsificación de certificados;2013;12
01 Andalucía;18.2.4 Falsificación de tarjetas de crédito;2019;16
01 Andalucía;18.2.4 Falsificación de tarjetas de crédito;2018;15
01 Andalucía;18.2.4 Falsificación de tarjetas de crédito;2017;10
01 Andalucía;18.2.4 Falsificación de tarjetas de crédito;2016;5
01 Andalucía;18.2.4 Falsificación de tarjetas de crédito;2015;12
01 Andalucía;18.2.4 Falsificación de tarjetas de crédito;2014;9
01 Andalucía;18.2.4 Falsificación de tarjetas de crédito;2013;17
01 Andalucía;18.99 Otros delitos de las falsedades;2019;87
01 Andalucía;18.99 Otros delitos de las falsedades;2018;84
01 Andalucía;18.99 Otros delitos de las falsedades;2017;89
01 Andalucía;18.99 Otros delitos de las falsedades;2016;63
01 Andalucía;18.99 Otros delitos de las falsedades;2015;66
01 Andalucía;18.99 Otros delitos de las falsedades;2014;54
01 Andalucía;18.99 Otros delitos de las falsedades;2013;62
01 Andalucía;19 Contra la Administración Pública;2019;425
01 Andalucía;19 Contra la Administración Pública;2018;414
01 Andalucía;19 Contra la Administración Pública;2017;408
01 Andalucía;19 Contra la Administración Pública;2016;420
01 Andalucía;19 Contra la Administración Pública;2015;410
01 Andalucía;19 Contra la Administración Pública;2014;373
01 Andalucía;19 Contra la Administración Pública;2013;406
01 Andalucía;19.3 Desobediencia y denegación auxilio;2019;330
01 Andalucía;19.3 Desobediencia y denegación auxilio;2018;313
01 Andalucía;19.3 Desobediencia y denegación auxilio;2017;317
01 Andalucía;19.3 Desobediencia y denegación auxilio;2016;282
01 Andalucía;19.3 Desobediencia y denegación auxilio;2015;256
01 Andalucía;19.3 Desobediencia y denegación auxilio;2014;273
01 Andalucía;19.3 Desobediencia y denegación auxilio;2013;334
01 Andalucía;19.99 Otros delitos contra la Administración Pública;2019;95
01 Andalucía;19.99 Otros delitos contra la Administración Pública;2018;101
01 Andalucía;19.99 Otros delitos contra la Administración Pública;2017;91
01 Andalucía;19.99 Otros delitos contra la Administración Pública;2016;138
01 Andalucía;19.99 Otros delitos contra la Administración Pública;2015;154
01 Andalucía;19.99 Otros delitos contra la Administración Pública;2014;100
01 Andalucía;19.99 Otros delitos contra la Administración Pública;2013;72
01 Andalucía;20 Contra la Administración de Justicia;2019;4.141
01 Andalucía;20 Contra la Administración de Justicia;2018;4.247
01 Andalucía;20 Contra la Administración de Justicia;2017;4.269
01 Andalucía;20 Contra la Administración de Justicia;2016;4.074
01 Andalucía;20 Contra la Administración de Justicia;2015;4.096
01 Andalucía;20 Contra la Administración de Justicia;2014;3.914
01 Andalucía;20 Contra la Administración de Justicia;2013;3.824
01 Andalucía;20.5 Acusación y denuncia falsa;2019;529
01 Andalucía;20.5 Acusación y denuncia falsa;2018;633
01 Andalucía;20.5 Acusación y denuncia falsa;2017;718
01 Andalucía;20.5 Acusación y denuncia falsa;2016;847
01 Andalucía;20.5 Acusación y denuncia falsa;2015;1.006
01 Andalucía;20.5 Acusación y denuncia falsa;2014;1.022
01 Andalucía;20.5 Acusación y denuncia falsa;2013;858
01 Andalucía;20.5.1 Acusación y denuncias falsas;2019;114
01 Andalucía;20.5.1 Acusación y denuncias falsas;2018;134
01 Andalucía;20.5.1 Acusación y denuncias falsas;2017;141
01 Andalucía;20.5.1 Acusación y denuncias falsas;2016;146
01 Andalucía;20.5.1 Acusación y denuncias falsas;2015;165
01 Andalucía;20.5.1 Acusación y denuncias falsas;2014;134
01 Andalucía;20.5.1 Acusación y denuncias falsas;2013;140
01 Andalucía;20.5.2 Simulación del delito;2019;415
01 Andalucía;20.5.2 Simulación del delito;2018;499
01 Andalucía;20.5.2 Simulación del delito;2017;577
